�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-01-22,'603566,ぱ應螞,43.16,43.77,41.6,43.02,42.25,0.91,2.1538,2.7175,1087015,46488781.0,6905600000.0,1726400000.0,None
2016-01-21,'603566,ぱ應螞,42.25,44.68,42.21,43.66,44.0,-1.75,-3.9773,2.9827,1193085,52221688.0,6760000000.0,1690000000.0,None
2016-01-20,'603566,ぱ應螞,44.0,45.2,43.68,44.08,44.77,-0.77,-1.7199,3.9756,1590227,70653585.0,7040000000.0,1760000000.0,None
2016-01-19,'603566,ぱ應螞,44.77,44.9,42.51,42.98,42.9,1.87,4.359,3.738,1495198,65649143.0,7163200000.0,1790800000.0,None
2016-01-18,'603566,ぱ應螞,42.9,43.51,40.71,40.71,41.71,1.19,2.853,3.5079,1403179,59819337.0,6864000000.0,1716000000.0,None
2016-01-15,'603566,ぱ應螞,41.71,43.4,41.2,42.6,42.85,-1.14,-2.6604,3.7798,1511922,64217035.0,6673600000.0,1668400000.0,None
2016-01-14,'603566,ぱ應螞,42.85,42.88,38.42,39.0,40.44,2.41,5.9594,4.6541,1861623,76846369.0,6856000000.0,1714000000.0,None
2016-01-13,'603566,ぱ應螞,40.44,42.84,40.3,42.49,42.15,-1.71,-4.0569,4.3176,1727049,71979171.0,6470400000.0,1617600000.0,None
2016-01-12,'603566,ぱ應螞,42.15,42.88,40.4,41.0,41.2,0.95,2.3058,4.7554,1902153,79661433.0,6744000000.0,1686000000.0,None
2016-01-11,'603566,ぱ應螞,41.2,45.59,41.2,44.5,45.78,-4.58,-10.0044,5.145,2057997,89410149.0,6592000000.0,1648000000.0,None
2016-01-08,'603566,ぱ應螞,45.78,47.73,43.33,47.05,45.45,0.33,0.7261,5.3483,2139313,98083728.0,7324800000.0,1831200000.0,None
2016-01-07,'603566,ぱ應螞,45.45,49.0,45.45,49.0,50.5,-5.05,-10.0,1.3319,532750,25060555.0,7272000000.0,1818000000.0,None
2016-01-06,'603566,ぱ應螞,50.5,50.6,48.68,49.79,49.37,1.13,2.2888,4.4192,1767670,88227461.0,8080000000.0,2020000000.0,None
2016-01-05,'603566,ぱ應螞,49.37,50.92,46.99,48.88,51.58,-2.21,-4.2846,6.658,2663202,131096344.0,7899200000.0,1974800000.0,None
2016-01-04,'603566,ぱ應螞,51.58,57.3,51.58,57.27,57.31,-5.73,-9.9983,5.1984,2079365,111532488.0,8252800000.0,2063200000.0,None
